cik,ticker,name,cik_s
60519,LPX,LOUISIANA-PACIFIC CORPORATION,0000060519
1666138,ATKR,Atkore Inc.,0001666138
1111928,IPGP,IPG PHOTONICS CORP,0001111928
1681459,FTI,TechnipFMC plc,0001681459
78150,PHI,PLDT Inc.,0000078150
1131383,STN,STANTEC INC.,0001131383
1826168,TIMB,TIM S.A.,0001826168
1513761,NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD.,0001513761
1633931,BLD,TopBuild Corp,0001633931
1757073,NVST,ENVISTA HOLDINGS CORPORATION,0001757073
98362,TKR,TIMKEN CO,0000098362
763901,BPOP,"POPULAR, INC.",0000763901
1650729,SITE,"SiteOne Landscape Supply, Inc.",0001650729
1816007,LU,Lufax Holding Ltd,0001816007
868671,GBCI,"GLACIER BANCORP, INC.",0000868671
1745041,IAA,"IAA, Inc.",0001745041
939767,EXEL,"EXELIXIS, INC.",0000939767
1486957,BWXT,"BWX TECHNOLOGIES, INC.",0001486957
1125376,ENSG,"ENSIGN GROUP, INC",0001125376
1825155,TIXT,TELUS International (Cda) Inc.,0001825155
921738,PENN,"PENN Entertainment, Inc.",0000921738
1069878,TREX,TREX CO INC,0001069878
1818201,CCCS,CCC INTELLIGENT SOLUTIONS HOLDINGS INC.,0001818201
1422183,FSK,FS KKR Capital Corp.,0001422183
1842022,DTM,"DT Midstream, Inc.",0001842022
1014739,OPCH,"OPTION CARE HEALTH, INC.",0001014739
1564406,OSH,"Oak Street Health, Inc.",0001564406
1623925,AM,ANTERO MIDSTREAM CORPORATION,0001623925
1428336,HQY,"HEALTHEQUITY, INC.",0001428336
1852244,GXO,"GXO Logistics, Inc.",0001852244
1820877,AIRC,APARTMENT INCOME REIT CORP.,0001820877
1674101,VRT,Vertiv Holdings Co,0001674101
717605,HXL,Hexcel Corporation,0000717605
1142750,AMN,"AMN HEALTHCARE SERVICES, INC.",0001142750
1528396,GWRE,"Guidewire Software, Inc.",0001528396
1005284,OLED,UNIVERSAL DISPLAY CORPORATION,0001005284
851520,EXPO,"EXPONENT, INC.",0000851520
1303313,LHCG,"LHC Group, Inc.",0001303313
1849853,STVN,Stevanato Group S.p.A.,0001849853
46765,HP,"HELMERICH & PAYNE, INC.",0000046765
30697,WEN,Wendy's Co,0000030697
1627223,CC,The Chemours Company,0001627223
1029199,EEFT,"EURONET WORLDWIDE, INC.",0001029199
1049502,MKSI,"MKS INSTRUMENTS, INC.",0001049502
1308606,SRC,"SPIRIT REALTY CAPITAL, INC.",0001308606
917520,IART,INTEGRA LIFESCIENCES HOLDINGS CORP,0000917520
1704292,ZLAB,ZAI LAB LIMITED,0001704292
912767,UFPI,"UFP INDUSTRIES, INC.",0000912767
1828182,SGFY,"Signify Health, Inc.",0001828182
1477049,PHYS,SPROTT PHYSICAL GOLD TRUST,0001477049
314808,VAL,Valaris Limited,0000314808
944695,THG,"HANOVER INSURANCE GROUP, INC.",0000944695
795403,WTS,WATTS WATER TECHNOLOGIES INC,0000795403
935494,NATI,NATIONAL INSTRUMENTS CORPORATION,0000935494
1619762,IGT,INTERNATIONAL GAME TECHNOLOGY PLC,0001619762
1674168,HGV,Hilton Grand Vacations Inc.,0001674168
1791863,BEPC,BROOKFIELD RENEWABLE CORPORATION,0001791863
1834048,ASAI,Sendas Distributor S.A.,0001834048
1655888,ORCC,OWL ROCK CAPITAL CORP,0001655888
52827,RYN,RAYONIER INC.,0000052827
1585364,PRGO,Perrigo Company plc,0001585364
1015328,WTFC,WINTRUST FINANCIAL CORP,0001015328
36029,FFIN,"First Financial Bankshares, Inc.",0000036029
1699838,CFLT,"CONFLUENT, INC.",0001699838
1076930,NOVT,NOVANTA INC.,0001076930
1032033,SLM,SLM Corp,0001032033
356309,NJR,NEW JERSEY RESOURCES CORPORATION,0000356309
928876,TSEM,TOWER SEMICONDUCTOR LTD.,0000928876
871763,MAN,MANPOWERGROUP INC.,0000871763
1604643,AQUA,EVOQUA WATER TECHNOLOGIES CORP.,0001604643
1296445,ORA,"ORMAT TECHNOLOGIES, INC.",0001296445
1598110,CYBR,CYBERARK SOFTWARE LTD.,0001598110
1174169,AQN,ALGONQUIN POWER & UTILITIES CORP.,0001174169
1408710,FN,FABRINET,0001408710
1883685,DKNG,DRAFTKINGS INC.,0001883685
1157601,MDGL,"MADRIGAL PHARMACEUTICALS, INC.",0001157601
1487712,AL,AIR LEASE CORPORATION,0001487712
861878,SRCL,STERICYCLE INC.,0000861878
1214816,AXS,AXIS CAPITAL HOLDINGS LTD,0001214816
1492422,APLS,"APELLIS PHARMACEUTICALS, INC.",0001492422
1055160,MFA,"MFA FINANCIAL, INC.",0001055160
1660734,TRTN,Triton International Limited,0001660734
39899,TGNA,TEGNA INC.,0000039899
1509589,CIVI,"Civitas Resources, Inc.",0001509589
1286043,KRG,KITE REALTY GROUP TRUST,0001286043
1534504,PBF,PBF ENERGY INC.,0001534504
1469367,RUN,Sunrun Inc.,0001469367
1817358,ASO,"Academy Sports and Outdoors, Inc.",0001817358
937098,TNET,"TRINET GROUP, INC.",0000937098
354707,HE,"HAWAIIAN ELECTRIC INDUSTRIES, INC.",0000354707
317540,COKE,"COCA-COLA CONSOLIDATED, INC.",0000317540
1366561,SMAR,Smartsheet Inc.,0001366561
1336917,UAA,"UNDER ARMOUR, INC.",0001336917
1288847,FIVN,"Five9, Inc.",0001288847
1360901,EVR,EVERCORE INC.,0001360901
40888,AJRD,"Aerojet Rocketdyne Holdings, Inc.",0000040888
109563,AIT,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",0000109563
933974,AZTA,"AZENTA, INC.",0000933974
1032220,MMS,"Maximus, Inc.",0001032220
714310,VLY,Valley National Bancorp,0000714310
1124198,FLR,FLUOR CORPORATION,0001124198
275880,PSN,Parsons Corporation,0000275880
1372612,BOX,"Box, Inc.",0001372612
1804745,DRVN,Driven Brands Holdings Inc.,0001804745
1707753,ESTC,Elastic N.V.,0001707753
58492,LEG,"LEGGETT & PLATT, INC",0000058492
1130464,BKH,Black Hills Corporation,0001130464
1584207,OMF,"ONEMAIN HOLDINGS, INC.",0001584207
1636519,MSGS,MADISON SQUARE GARDEN SPORTS CORP.,0001636519
1794669,FOUR,"SHIFT4 PAYMENTS, INC.",0001794669
1846832,DLO,DLocal Limited,0001846832
1590714,ESI,Element Solutions Inc,0001590714
1434588,LOPE,"GRAND CANYON EDUCATION, INC.",0001434588
1801368,MP,MP Materials Corp.  DE,0001801368
1363829,ESGR,Enstar Group LTD,0001363829
1800227,IAC,IAC Inc.,0001800227
1564902,SEAS,"SeaWorld Entertainment, Inc.",0001564902
88121,SEB,Seaboard Corporation,0000088121
1849253,RYAN,"RYAN SPECIALTY HOLDINGS, INC.",0001849253
85961,R,"RYDER SYSTEM, INC.",0000085961
1092699,SPSC,"SPS COMMERCE, INC.",0001092699
1805387,CERE,"CEREVEL THERAPEUTICS HOLDINGS, INC.",0001805387
1656081,DAVA,ENDAVA PLC,0001656081
1845338,MNDY,monday.com Ltd.,0001845338
1766600,SNDL,SNDL Inc.,0001766600
730263,THO,"THOR Industries, Inc.",0000730263
1411207,ALSN,"ALLISON TRANSMISSION HOLDINGS, INC.",0001411207
1025996,KRC,KILROY REALTY CORPORATION,0001025996
1040829,RHP,"RYMAN HOSPITALITY PROPERTIES, INC.",0001040829
1493594,MTSI,"MACOM Technology Solutions Holdings, Inc.",0001493594
833640,POWI,"Power Integrations, Inc.",0000833640
772406,CRUS,"CIRRUS LOGIC, INC.",0000772406
784977,POR,PORTLAND GENERAL ELECTRIC COMPANY,0000784977
1003078,MSM,"MSC INDUSTRIAL DIRECT CO., INC.",0001003078
1796209,APG,APi Group Corporation,0001796209
1720671,HCP,"HashiCorp, Inc.",0001720671
890564,ASGN,ASGN Inc,0000890564
892553,GTLS,"CHART INDUSTRIES, INC.",0000892553
1576789,WIX,WIX.COM LTD.,0001576789
840489,FCFS,"FIRSTCASH HOLDINGS, INC.",0000840489
39911,GPS,"GAP, INC",0000039911
1448893,ESNT,ESSENT GROUP LTD.,0001448893
1632127,CABO,"Cable One, Inc.",0001632127
1577916,PINC,"Premier, Inc.",0001577916
1664998,KNBE,"KNOWBE4, INC.",0001664998
776867,WTM,"WHITE MOUNTAINS INSURANCE GROUP, LTD",0000776867
1000753,NSP,"INSPERITY, INC.",0001000753
1178819,AGI,ALAMOS GOLD INC,0001178819
1476150,TRNO,Terreno Realty Corporation,0001476150
1692063,SNDR,"Schneider National, Inc.",0001692063
801337,WBS,WEBSTER FINANCIAL CORPORATION,0000801337
1868778,INFA,Informatica Inc.,0001868778
1498828,HHC,THE HOWARD HUGHES CORPORATION,0001498828
876437,MTG,MGIC Investment Corp,0000876437
1108426,PNM,"PNM Resources, Inc.",0001108426
1770787,TXG,"10x Genomics, Inc.",0001770787
1437071,IVR,Invesco Mortgage Capital Inc.,0001437071
1828365,RLX,RLX Technology Inc.,0001828365
1567514,ITCI,"INTRA-CELLULAR THERAPIES, INC.",0001567514
37808,FNB,FNB CORPPA,0000037808
1274173,JHG,JANUS HENDERSON GROUP PLC,0001274173
1445305,WK,WORKIVA INC,0001445305
1406666,CALX,"Calix, Inc",0001406666
1685040,BHF,"Brighthouse Financial, Inc.",0001685040
750577,HWC,HANCOCK WHITNEY CORPORATION,0000750577
8858,AVT,"AVNET, INC.",0000008858
1437578,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,0001437578
1375365,SMCI,"Super Micro Computer, Inc.",0001375365
1587732,OGS,"ONE Gas, Inc.",0001587732
899689,VNO,Vornado Realty Trust,0000899689
1520262,ALKS,Alkermes plc.,0001520262
1126874,ERF,ENERPLUS CORPORATION,0001126874
1429937,BTG,B2Gold Corp.,0001429937
910073,NYCB,"NEW YORK COMMUNITY BANCORP, INC.",0000910073
69891,FIZZ,National Beverage Corp.,0000069891
1018963,ATI,ATI Inc.,0001018963
945764,DEN,DENBURY INC.,0000945764
1071321,TKC,TURKCELL ILETISIM HIZMETLERI A S,0001071321
1049659,SID,NATIONAL STEEL CO,0001049659
1364479,HRI,HERC HOLDINGS INC.,0001364479
1035983,FIX,"COMFORT SYSTEMS USA, INC.",0001035983
1718852,RXDX,"PROMETHEUS BIOSCIENCES, INC.",0001718852
920371,SSD,"Simpson Manufacturing Co., Inc.",0000920371
913353,CIGI,Colliers International Group Inc.,0000913353
1698990,MGY,Magnolia Oil & Gas Corp,0001698990
1381668,TFSL,TFS FINANCIAL CORPORATION,0001381668
1144980,ABG,"ASBURY AUTOMOTIVE GROUP, INC.",0001144980
949870,SAM,"THE BOSTON BEER COMPANY, INC.",0000949870
91928,SJI,"South Jersey Industries, Inc.",0000091928
856982,MMSI,MERIT MEDICAL SYSTEMS INC,0000856982
1039828,AEL,American Equity Investment Life Holding Co,0001039828
30625,FLS,FLOWSERVE CORP,0000030625
101382,UMBF,UMB FINANCIAL CORP,0000101382
1107843,QLYS,"QUALYS, INC.",0001107843
1562476,TMHC,Taylor Morrison Home Corp,0001562476
1636222,WING,WINGSTOP INC.,0001636222
1808220,GOCO,"GoHealth, Inc.",0001808220
1839439,PYCR,"PAYCOR HCM, INC.",0001839439
1726122,CEF,SPROTT PHYSICAL GOLD AND SILVER TRUST,0001726122
1809104,ALIT,"Alight, Inc.  Delaware",0001809104
911177,CWST,"CASELLA WASTE SYSTEMS, INC.",0000911177
1166003,XPO,"XPO, Inc.",0001166003
1374535,AIMC,ALTRA INDUSTRIAL MOTION CORP.,0001374535
1666134,BL,"BlackLine, Inc.",0001666134
917273,RMBS,RAMBUS INC,0000917273
1356570,WNS,WNS (Holdings) Limited,0001356570
1111335,VC,VISTEON CORP,0001111335
879407,ARWR,"ARROWHEAD PHARMACEUTICALS, INC.",0000879407
1759509,LYFT,"Lyft, Inc.",0001759509
1823529,ACT,"Enact Holdings, Inc.",0001823529
313143,HAE,HAEMONETICS CORPORATION,0000313143
1492074,ABCM,Abcam plc,0001492074
1633978,LITE,Lumentum Holdings Inc.,0001633978
40211,GATX,GATX Corporation,0000040211
850209,FL,"Foot Locker, Inc.",0000850209
1424929,FOXF,Fox Factory Holding Corp.,0001424929
1364954,CHGG,"CHEGG, INC",0001364954
1545851,CPG,CRESCENT POINT ENERGY CORP.,0001545851
1084048,ZD,"ZIFF DAVIS, INC.",0001084048
9326,BCPC,Balchem Corporation,0000009326
1692115,SWX,"Southwest Gas Holdings, Inc.",0001692115
1794846,ATCO,ATLAS CORP.,0001794846
776901,INDB,Independent Bank Corp.,0000776901
16040,CBT,Cabot Corporation,0000016040
1823945,OWL,BLUE OWL CAPITAL INC.,0001823945
717954,UNF,UNIFIRST CORPORATION,0000717954
1660280,TENB,"TENABLE HOLDINGS, INC.",0001660280
1544522,FRSH,Freshworks Inc.,0001544522
1736035,BXSL,Blackstone Secured Lending Fund,0001736035
1828016,PLTK,PLAYTIKA HOLDING CORP.,0001828016
824142,AAON,"AAON, INC.",0000824142
1157557,CIG,ENERGY CO OF MINAS GERAIS,0001157557
817720,SYNA,SYNAPTICS INCORPORATED,0000817720
56047,KEX,KIRBY CORPORATION,0000056047
1433195,APPF,"AppFolio, Inc.",0001433195
1616707,W,Wayfair Inc.,0001616707
1818874,SOFI,"SoFi Technologies, Inc.",0001818874
1676163,AVMR,"SS Innovations International, Inc.",0001676163
1121142,MAXR,Maxar Technologies Inc.,0001121142
1906324,QDEL,QUIDELORTHO CORP,0001906324
1290109,LPL,"LG Display Co., Ltd.",0001290109
39368,FUL,FULLER H B CO,0000039368
1476204,PECO,"PHILLIPS EDISON & COMPANY, INC.",0001476204
1751008,APP,AppLovin Corporation,0001751008
1273813,AGO,ASSURED GUARANTY LTD.,0001273813
904851,YPF,YPF Sociedad Anonima,0000904851
1610950,SYNH,"SYNEOS HEALTH, INC.",0001610950
1077771,UMPQ,Umpqua Holdings Corporation,0001077771
816761,TDC,TERADATA CORPORATION,0000816761
1604821,NTRA,"Natera, Inc.",0001604821
1311370,LAZ,LAZARD LTD,0001311370
771992,PAAS,Pan American Silver Corp.,0000771992
885639,KSS,KOHL’S CORP,0000885639
1670592,YETI,"YETI Holdings, Inc.",0001670592
833079,MTH,Meritage Homes Corp,0000833079
1430723,SFBS,"ServisFirst Bancshares, Inc.",0001430723
38725,FELE,"FRANKLIN ELECTRIC CO., INC.",0000038725
1674416,CRSP,CRISPR THERAPEUTICS AG,0001674416
1830043,BMBL,Bumble Inc.,0001830043
1126956,SR,Spire Inc.,0001126956
1061630,BXMT,"Blackstone Mortgage Trust, Inc.",0001061630
1552275,SUN,SUNOCO LP,0001552275
1124941,BECN,"BEACON ROOFING SUPPLY, INC.",0001124941
1567683,CWEN,"Clearway Energy, Inc.",0001567683
893538,SM,SM ENERGY CO,0000893538
1331520,HOMB,"HOME BANCSHARES, INC.",0001331520
1701732,ALTR,ALTAIR ENGINEERING INC.,0001701732
889900,PTEN,"Patterson-UTI Energy, Inc.",0000889900
1477449,TDOC,"TELADOC HEALTH, INC.",0001477449
1061983,CYTK,"CYTOKINETICS, INCORPORATED",0001061983
1448056,NEWR,"New Relic, Inc.",0001448056
1466085,IRT,"INDEPENDENCE REALTY TRUST, INC.",0001466085
825313,AB,ALLIANCEBERNSTEIN HOLDING L.P.,0000825313
1741530,QFIN,"Qifu Technology, Inc.",0001741530
897723,SANM,Sanmina Corporation,0000897723
932696,NSIT,"INSIGHT ENTERPRISES, INC.",0000932696
1056288,FHI,"Federated Hermes, Inc.",0001056288
1670541,ADNT,Adient plc,0001670541
921638,SSRM,SSR MINING INC.,0000921638
1583708,S,"SENTINELONE, INC",0001583708
832988,SIG,SIGNET JEWELERS LIMITED,0000832988
857855,UCBI,"UNITED COMMUNITY BANKS, INC.",0000857855
1418121,APLE,"APPLE HOSPITALITY REIT, INC.",0001418121
1714899,DNLI,Denali Therapeutics Inc.,0001714899
883984,ICUI,ICU MEDICAL INCDE,0000883984
1868726,OLPX,"Olaplex Holdings, Inc.",0001868726
1718512,GTES,Gates Industrial Corporation plc,0001718512
25232,CUZ,COUSINS PROPERTIES INC,0000025232
1819928,DV,"DoubleVerify Holdings, Inc.",0001819928
1621563,SUM,"SUMMIT MATERIALS, INC.",0001621563
1064728,BTU,PEABODY ENERGY CORP,0001064728
924805,FRHC,FREEDOM HOLDING CORP.,0000924805
1320414,SEM,SELECT MEDICAL HOLDINGS CORP,0001320414
1603923,WFRD,Weatherford International plc,0001603923
1745916,PFSI,"PennyMac Financial Services, Inc.",0001745916
1071438,BAK,BRASKEM SA,0001071438
1575515,SFM,"Sprouts Farmers Market, Inc.",0001575515
7789,ASB,Associated Banc-Corp,0000007789
1841804,INST,"Instructure Holdings, Inc.",0001841804
1056903,AWR,American States Water Co,0001056903
1364885,SPR,"Spirit AeroSystems Holdings, Inc.",0001364885
1494728,PSLV,SPROTT PHYSICAL SILVER TRUST,0001494728
1564538,GRP-UN,GRANITE REAL ESTATE INVESTMENT TRUST,0001564538
1337619,ENV,"Envestnet, Inc.",0001337619
704532,ONTO,ONTO INNOVATION INC.,0000704532
1258602,NNI,"NELNET, INC.",0001258602
1282637,NEU,NEWMARKET CORPORATION,0001282637
890926,RDN,Radian Group Inc,0000890926
1710155,EYE,"National Vision Holdings, Inc.",0001710155
29002,DIOD,DIODES INC DEL,0000029002
66756,ALE,"ALLETE, Inc.",0000066756
1786842,VNT,Vontier Corporation,0001786842
89439,MLI,MUELLER INDUSTRIES INC,0000089439
1782754,AZEK,AZEK Co Inc.,0001782754
1664703,BE,BLOOM ENERGY CORP,0001664703
354647,CVBF,CVB FINANCIAL CORP.,0000354647
1845097,AMBP,ARDAGH METAL PACKAGING S.A.,0001845097
1702744,SMPL,The Simply Good Foods Company,0001702744
1822993,JXN,Jackson Financial Inc.,0001822993
822663,IPAR,"INTER PARFUMS, INC.",0000822663
723188,CBU,"COMMUNITY BANK SYSTEM, INC.",0000723188
1070412,CNX,CNX Resources Corporation,0001070412
36377,FHB,"FIRST HAWAIIAN, INC.",0000036377
1060822,CRI,"CARTER’S, INC.",0001060822
1521036,LNTH,"LANTHEUS HOLDINGS, INC.",0001521036
1178879,FOLD,"Amicus Therapeutics, Inc.",0001178879
1609253,CRC,California Resources Corp,0001609253
913142,BDC,BELDEN INC.,0000913142
1122976,AVNT,AVIENT CORPORATION,0001122976
860748,KMPR,Kemper Corporation,0000860748
1706431,VIR,"Vir Biotechnology, Inc.",0001706431
7431,AWI,"ARMSTRONG WORLD INDUSTRIES, INC.",0000007431
1689923,AYX,"Alteryx, Inc.",0001689923
1574540,DOC,PHYSICIANS REALTY TRUST,0001574540
1295947,PBH,PRESTIGE CONSUMER HEALTHCARE INC.,0001295947
1031203,GPI,"Group 1 Automotive, Inc",0001031203
43920,GEF,"GREIF, INC.",0000043920
842023,TECH,BIO-TECHNE Corp,0000842023
1621434,BSM,"Black Stone Minerals, L.P.",0001621434
1515673,RARE,ULTRAGENYX PHARMACEUTICAL INC.,0001515673
927003,AEIS,ADVANCED ENERGY INDUSTRIES INC,0000927003
1856525,CNM,"Core & Main, Inc.",0001856525
73088,NWE,NORTHWESTERN CORP,0000073088
1284812,CNS,"COHEN & STEERS, INC.",0001284812
1035201,CWT,CALIFORNIA WATER SERVICE GROUP,0001035201
1618563,NSA,National Storage Affiliates Trust,0001618563
351569,ABCB,AMERIS BANCORP,0000351569
1531048,NARI,"Inari Medical, Inc.",0001531048
1866368,CWAN,"Clearwater Analytics Holdings, Inc.",0001866368
1522540,MQ,"Marqeta, Inc.",0001522540
314203,MUX,MCEWEN MINING INC.,0000314203
1644406,TWNK,"HOSTESS BRANDS, INC.",0001644406
1672013,GOLF,Acushnet Holdings Corp.,0001672013
70866,NCR,NCR CORPORATION,0000070866
1404123,ONEM,"1LIFE HEALTHCARE, INC.",0001404123
1361658,TNL,Travel & Leisure Co.,0001361658
1802665,HRMY,"HARMONY BIOSCIENCES HOLDINGS, INC.",0001802665
1604481,EURN,EURONAV NV,0001604481
933136,COOP,Mr. Cooper Group Inc.,0000933136
1090633,IIJIY,INTERNET INITIATIVE JAPAN INC,0001090633
1866390,BBLN,BABYLON HOLDINGS LIMITED,0001866390
9092,BMI,"BADGER METER, INC.",0000009092
1910851,RCM,R1 RCM Inc. DE,0001910851
861842,CATY,Cathay General Bancorp,0000861842
1384905,RNG,"RingCentral, Inc.",0001384905
1840572,BOWL,BOWLERO CORP.,0001840572
104918,AVA,AVISTA CORP,0000104918
103730,VSH,"Vishay Intertechnology, Inc.",0000103730
46195,BOH,BANK OF HAWAII CORPORATION,0000046195
1280058,BLKB,"Blackbaud, Inc.",0001280058
819793,AIN,ALBANY INTERNATIONAL CORP.,0000819793
1639300,OLLI,"Ollie’s Bargain Outlet Holdings, Inc.",0001639300
1793862,DADA,Dada Nexus Ltd,0001793862
1417398,HI,"HILLENBRAND, INC.",0001417398
1742924,LTHM,LIVENT CORPORATION,0001742924
1289308,ENS,EnerSys,0001289308
719413,HL,HECLA MINING COMPANY,0000719413
1756770,CURLF,"CURALEAF HOLDINGS, INC.",0001756770
812074,OI,"O-I GLASS, INC.",0000812074
90896,SKY,Skyline Champion Corporation,0000090896
1776967,NTCO,Natura &Co Holding S.A.,0001776967
1699136,WHD,"Cactus, Inc.",0001699136
1866550,TWKS,"THOUGHTWORKS HOLDING, INC.",0001866550
98677,TR,TOOTSIE ROLL INDUSTRIES INC,0000098677
310142,SXT,Sensient Technologies Corp,0000310142
1840776,HGTY,"HAGERTY, INC.",0001840776
1451505,RIG,Transocean Ltd,0001451505
825542,SMG,Scotts Miracle-Gro Co,0000825542
1077428,TCBI,TEXAS CAPITAL BANCSHARES INCTX,0001077428
42582,GT,THE GOODYEAR TIRE & RUBBER COMPANY,0000042582
1648257,HCM,HutchMED (China) LIMITED,0001648257
803649,EQC,EQUITY COMMONWEALTH,0000803649
1747009,ETRN,EQUITRANS MIDSTREAM CORPORATION,0001747009
771497,ABM,ABM INDUSTRIES INC,0000771497
1360604,HR,HEALTHCARE REALTY TRUST INCORPORATED,0001360604
81362,KWR,QUAKER CHEMICAL CORPORATION,0000081362
104889,GHC,GRAHAM HOLDINGS CO,0000104889
88205,SPXC,"SPX TECHNOLOGIES, INC.",0000088205
1338749,PCH,PotlatchDeltic Corporation,0001338749
1639691,LIVN,LivaNova PLC,0001639691
1781755,BRP,"BRP GROUP, INC.",0001781755
1492298,SBRA,"SABRA HEALTH CARE REIT, INC.",0001492298
1835963,GLBE,Global-E Online Ltd.,0001835963
1433660,JBT,John Bean Technologies Corporation,0001433660
1697884,VSBC,VITASPRING BIOMEDICAL CO. LTD.,0001697884
67887,MOG-A,MOOG Inc.,0000067887
1777393,CHPT,"ChargePoint Holdings, Inc.",0001777393
795266,KBH,KB HOME,0000795266
707179,ONB,Old National Bancorp,0000707179
97216,TEX,Terex Corporation,0000097216
901491,PZZA,"PAPA JOHN’S INTERNATIONAL, INC.",0000901491
1438133,TNDM,"Tandem Diabetes Care, Inc.",0001438133
1659939,ENIC,ENEL CHILE S.A.,0001659939
785786,PLXS,PLEXUS CORP.,0000785786
1504008,BKU,"BankUnited, Inc.",0001504008
1496963,SQSP,"SQUARESPACE, INC.",0001496963
935036,ACIW,"ACI WORLDWIDE, INC.",0000935036
1169561,CVLT,COMMVAULT SYSTEMS INC,0001169561
1483934,STNG,SCORPIO TANKERS INC.,0001483934
1788348,BIPC,BROOKFIELD INFRASTRUCTURE CORPORATION,0001788348
886977,MEOH,METHANEX CORPORATION,0000886977
910108,LXP,LXP INDUSTRIAL TRUST,0000910108
828944,WSFS,WSFS FINANCIAL CORPORATION,0000828944
867773,SPWR,SUNPOWER CORP,0000867773
1224608,CNO,"CNO Financial Group, Inc.",0001224608
1600033,ELF,"e.l.f. Beauty, Inc.",0001600033
1652130,NTLA,"INTELLIA THERAPEUTICS, INC.",0001652130
1421876,GLPG,GALAPAGOS NV,0001421876
1280263,AMBA,"AMBARELLA, INC.",0001280263
277509,FSS,FEDERAL SIGNAL CORPORATION,0000277509
1853513,MCW,"Mister Car Wash, Inc.",0001853513
1028918,PPBI,PACIFIC PREMIER BANCORP INC,0001028918
1135185,AAWW,"Atlas Air Worldwide Holdings, Inc.",0001135185
1517375,SPT,"SPROUT SOCIAL, INC.",0001517375
99780,TRN,TRINITY INDUSTRIES INC,0000099780
315709,IBOC,INTERNATIONAL BANCSHARES CORPORATION,0000315709
1651717,NOMD,Nomad Foods Ltd.,0001651717
921082,HIW,"HIGHWOODS PROPERTIES, INC.",0000921082
1628369,CWK,Cushman & Wakefield plc,0001628369
785956,JJSF,J&J SNACK FOODS CORP.,0000785956
23194,CRK,"COMSTOCK RESOURCES, INC.",0000023194
1592057,EVA,Enviva Inc.,0001592057
860546,OFC,CORPORATE OFFICE PROPERTIES TRUST,0000860546
1596967,MC,Moelis & Co,0001596967
1639825,PTON,"Peloton Interactive, Inc.",0001639825
1856437,VSCO,VICTORIA'S SECRET & CO.,0001856437
1653477,NGVT,INGEVITY CORPORATION,0001653477
1102112,PACW,PACWEST BANCORP,0001102112
1012019,RUSHA,"RUSH ENTERPRISES, INC.",0001012019
1412558,EVO,Evotec SE,0001412558
67215,DY,"DYCOM INDUSTRIES, INC.",0000067215
1601072,AY,Atlantica Sustainable Infrastructure plc,0001601072
1712807,PAGS,PAGSEGURO DIGITAL LTD.,0001712807
1770450,XRX,XEROX HOLDINGS CORPORATION,0001770450
1013857,PEGA,PEGASYSTEMS INC.,0001013857
1694028,LBRT,Liberty Energy Inc.,0001694028
1317833,AQPW,"Golden Ally Lifetech Group, Inc.",0001317833
1745999,BEAM,Beam Therapeutics Inc.,0001745999
1728951,EPRT,"Essential Properties Realty Trust, Inc.",0001728951
1158324,CCOI,"COGENT COMMUNICATIONS HOLDINGS, INC.",0001158324
1070494,ACAD,ACADIA PHARMACEUTICALS INC.,0001070494
56978,KLIC,"KULICKE AND SOFFA INDUSTRIES, INC.",0000056978
1070081,PTCT,"PTC Therapeutics, Inc.",0001070081
1509991,KOS,Kosmos Energy Ltd.,0001509991
1320695,THS,"TreeHouse Foods, Inc.",0001320695
793074,WERN,"WERNER ENTERPRISES, INC.",0000793074
1603756,AXNX,"Axonics, Inc.",0001603756
919012,AEO,"American Eagle Outfitters, Inc.",0000919012
1615903,IFS,INTERCORP FINANCIAL SERVICES INC.,0001615903
718937,STAA,STAAR Surgical Company,0000718937
1597264,BPMC,BLUEPRINT MEDICINES CORPORATION,0001597264
894315,SITC,SITE Centers Corp.,0000894315
1703057,ABCL,AbCellera Biologics Inc.,0001703057
78890,BCO,BRINK’S CO,0000078890
912728,FWRD,FORWARD AIR CORPORATION,0000912728
1576280,GH,"GUARDANT HEALTH, INC.",0001576280
850460,WIRE,ENCORE WIRE CORP,0000850460
1287032,PSEC,PROSPECT CAPITAL CORP,0001287032
1742692,INMD,InMode Ltd.,0001742692
16160,CALM,"CAL-MAINE FOODS, INC.",0000016160
1488139,AMRC,"Ameresco, Inc.",0001488139
1477641,DQ,DAQO NEW ENERGY CORP.,0001477641
816956,CNMD,CONMED CORPORATION,0000816956
1863105,ESMT,"EngageSmart, Inc.",0001863105
1867072,KD,"Kyndryl Holdings, Inc",0001867072
1771515,GO,Grocery Outlet Holding Corp.,0001771515
760498,BANF,BancFirst Corporation,0000760498
56679,KFY,KORN FERRY,0000056679
891024,PDCO,"PATTERSON COMPANIES, INC.",0000891024
1113232,ACLS,AXCELIS TECHNOLOGIES INC,0001113232
1504764,AVAL,GRUPO AVAL ACCIONES Y VALORES S.A.,0001504764
1045450,EPR,EPR PROPERTIES,0001045450
700564,FULT,FULTON FINANCIAL CORP,0000700564
1617406,PK,Park Hotels & Resorts Inc.,0001617406
1562088,DUOL,"Duolingo, Inc.",0001562088
883948,AUB,ATLANTIC UNION BANKSHARES CORPORATION,0000883948
